County Name,Median Home Price,FIPS,Population,Median Income,Housing Affordability Index,Classification
"Franklin County, Pennsylvania",287160,42055,155592,66329,23.09827273993593,Suburban
"Kalamazoo County, Michigan",287080,26077,261280,61739,21.505852027309466,Suburban
"Shelby County, Tennessee",286870,47157,929178,55015,19.17767629936905,Urban
"Story County, Iowa",286730,19169,98106,62578,21.824713144770342,Suburban
"Cass County, Minnesota",286380,27021,29917,56487,19.72449193379426,Rural
"Churchill County, Nevada",286280,32001,25077,61776,21.578873829816963,Rural
"Dunn County, North Dakota",285920,38025,4054,84459,29.53938164521545,Rural
"Kennebec County, Maine",285860,23011,123293,58097,20.32358497166445,Rural
"Hampton city, Virginia",285280,51650,136748,59380,20.814638250140213,Urban
"Otter Tail County, Minnesota",285010,27111,59728,63587,22.31044524753517,Rural
"Glasscock County, Texas",284860,48173,1221,85417,29.985606964824825,Rural
"Catawba County, North Carolina",284670,37035,159852,57840,20.318263252186743,Suburban
"Duchesne County, Utah",284600,49013,19651,66463,23.35312719606465,Rural
"Bingham County, Idaho",284500,16011,47540,63106,22.181370826010543,Rural
"Wagoner County, Oklahoma",284450,40145,80509,68906,24.224292494287223,Suburban
"Moffat County, Colorado",284310,8081,13240,58583,20.605325173226408,Rural
"Pickens County, South Carolina",284250,45077,129617,53188,18.71169744942832,Suburban
"Denali Borough, Alaska",283270,2068,2187,78750,27.800331838881636,Rural
"Del Norte County, California",283260,6015,27655,53280,18.80957424274518,Rural
"Anderson County, South Carolina",283190,45007,202223,56796,20.055792930541333,Suburban
"Columbia County, Washington",283140,53013,3969,64688,22.84664830119376,Suburban
"Rabun County, Georgia",283040,13241,16731,48652,17.18908988128886,Rural
"Austin County, Texas",282920,48015,30132,68400,24.176445638342997,Urban
"Isanti County, Minnesota",282910,27059,40604,78687,27.81343890283129,Urban
"Lafayette County, Mississippi",282590,28071,55727,54720,19.36374252450547,Rural
"Calumet County, Wisconsin",282400,55015,52128,78453,27.78080736543909,Suburban
"Cass County, Nebraska",281730,31025,26546,78251,27.775174812763996,Suburban
"Brown County, Indiana",281460,18013,15444,67737,24.066297164783627,Urban
"Union County, Oregon",281420,41061,26255,55227,19.624404804207234,Rural
"Iowa County, Wisconsin",281390,55049,23715,73716,26.19709300259426,Suburban
"Gulf County, Florida",281040,12045,15205,53812,19.147452319954457,Suburban
"Teton County, Montana",280580,30099,6173,60431,21.537885807969207,Rural
"Dickinson County, Iowa",280340,19059,17536,65215,23.262823714061497,Rural
"Shelby County, Kentucky",280330,21211,47523,73974,26.38818535297685,Urban
"Gila County, Arizona",280310,4007,53211,51406,18.33898184153259,Rural
"Jackson County, Missouri",280230,29095,713229,60800,21.69646361916997,Urban
"Floyd County, Georgia",280110,13115,98210,52388,18.702652529363466,Suburban
"Blue Earth County, Minnesota",279520,27013,68575,65000,23.254149971379505,Suburban
"Grand Forks County, North Dakota",279430,38035,73101,57213,20.47489532262105,Suburban
"Ferry County, Washington",279310,53019,7198,45907,16.435859797357775,Rural
"Surry County, Virginia",278950,51181,6563,61105,21.905359383402043,Rural
"Cole County, Missouri",278830,29051,77412,64715,23.20948248036438,Suburban
"Hamilton County, Ohio",278210,39061,826790,63080,22.673520002875524,Urban
"Warren County, Iowa",277880,19181,51862,85189,30.65675831294084,Suburban
"Ontario County, New York",277640,36069,112060,70694,25.462469384814867,Urban
"Polk County, Wisconsin",277620,55095,44806,67878,24.44996758158634,Rural
"Waldo County, Maine",277550,23027,39618,59880,21.574491082687803,Rural
"Grundy County, Illinois",276540,17063,52364,81764,29.56678961452231,Urban
"Haywood County, North Carolina",276440,37087,61695,52063,18.833381565620027,Suburban
"Chippewa County, Wisconsin",276300,55017,65877,63172,22.86355410785378,Suburban
"Dodge County, Minnesota",276290,27039,20798,84568,30.60841869050635,Suburban
"DeKalb County, Illinois",276280,17037,100922,64019,23.17178224989141,Urban
"Penobscot County, Maine",276260,23019,152211,55125,19.95402881343661,Suburban
"Perquimans County, North Carolina",276150,37143,13002,53138,19.242440702516745,Rural
"Canadian County, Oklahoma",275940,40017,151174,76973,27.894832209900702,Urban
"Hunt County, Texas",275920,48231,98783,61053,22.127065816178604,Urban
"Bedford County, Tennessee",275860,47003,49754,55354,20.06597549481621,Rural
"Sierra County, California",275750,6091,3079,56152,20.363372620126928,Rural
"Oconee County, South Carolina",275720,45073,77932,52842,19.16509502393733,Rural
"Macomb County, Michigan",275550,26099,879123,67828,24.615496280166937,Urban
"Greene County, Missouri",275300,29077,296875,50682,18.409734834725757,Suburban
"Nicollet County, Minnesota",275190,27103,34295,74317,27.00570514916966,Suburban
"Milwaukee County, Wisconsin",275030,55079,939123,54793,19.92255390321056,Urban
"Payne County, Oklahoma",274620,40119,81817,43686,15.907799868909766,Rural
"Cassia County, Idaho",274500,16031,24469,57547,20.964298724954464,Rural
"Dodge County, Wisconsin",274050,55027,89274,66403,24.230249954387887,Rural
"Siskiyou County, California",273610,6093,44151,49857,18.22192171338767,Rural
"Jefferson County, Missouri",273580,29099,225913,71285,26.056363769281383,Urban
"Lexington County, South Carolina",273430,45063,291723,65623,23.99992686,Suburban
"Miami County, Ohio",273330,39109,107899,66284,24.250539640727325,Suburban
"Erie County, New York",272860,36029,949715,62578,22.934105402037677,Urban
"Custer County, Montana",272800,30017,11968,55426,20.31744868035191,Rural
"Richmond County, Virginia",272530,51159,8902,57697,21.17088027006201,Rural
"Davie County, North Carolina",272480,37059,42543,64657,23.729081033470347,Suburban
"Huerfano County, Colorado",272320,8055,6787,45724,16.79054054054054,Rural
"Dinwiddie County, Virginia",272320,51053,28040,68918,25.307726204465336,Urban
"Morton County, North Dakota",272060,38059,32916,75177,27.63250753510255,Suburban
"Humboldt County, Nevada",271950,32013,17218,70315,25.855855855855857,Rural
"Portage County, Wisconsin",271900,55097,70378,65550,24.10812798823097,Rural
"Hughes County, South Dakota",271790,46065,17829,77725,28.597446558004343,Rural
"Faulkner County, Arkansas",271670,5045,123191,54845,20.18809585158464,Suburban
"Dauphin County, Pennsylvania",271620,42043,284199,66480,24.47537000220897,Suburban
"Philadelphia County, Pennsylvania",271350,42101,1596865,52649,19.402616546895157,Urban
"Pasquotank County, North Carolina",271320,37139,40240,56510,20.82780480613298,Rural
"Charlevoix County, Michigan",270970,26029,26109,63508,23.43728087980219,Rural
"Camden County, Georgia",270720,13039,54256,61636,22.76743498817967,Rural
"Onslow County, North Carolina",270440,37133,201597,54732,20.23813045407484,Suburban
"Fond du Lac County, Wisconsin",270290,55039,103890,66390,24.56250694,Suburban
"Madison County, Tennessee",270220,47113,98373,51526,19.06816667900229,Suburban
"Ascension Parish, Louisiana",270210,22005,125289,86256,31.92183857000111,Suburban
"East Baton Rouge Parish, Louisiana",270210,22033,455447,58167,21.526590429665816,Suburban
"Real County, Texas",270000,48385,2852,44083,16.327037037037037,Rural
"Portage County, Ohio",269280,39133,161897,64163,23.827614379084967,Suburban
"Jessamine County, Kentucky",269130,21113,53016,65196,24.22472411102441,Suburban
"Winnebago County, Wisconsin",268870,55139,171304,63938,23.78026555584483,Suburban
"Morgan County, West Virginia",268840,54065,17144,56616,21.059366165749143,Rural
"Floyd County, Indiana",268720,18043,79594,69858,25.99657636,Urban
"Marshall County, Tennessee",268650,47117,33909,60036,22.347292015633723,Rural
"Berrien County, Michigan",268550,26021,154263,55893,20.81288400670266,Suburban
"Rogers County, Oklahoma",268480,40131,94637,69322,25.82017282479142,Suburban
"Tulsa County, Oklahoma",268480,40143,664084,60382,22.490315852205008,Suburban
"Granville County, North Carolina",268450,37077,60854,60606,22.57627118644068,Rural
"Daggett County, Utah",268390,49009,564,49792,18.55210700845784,Rural
"Colonial Heights city, Virginia",268200,51570,18127,65570,24.448173005219985,Urban
"Barry County, Michigan",268080,26015,62014,68779,25.65614741868099,Urban
"Rock County, Wisconsin",267990,55105,163522,65518,24.44792716146125,Suburban
"Cumberland County, New Jersey",267970,34011,154921,58397,21.79236481695712,Suburban
"Tuscaloosa County, Alabama",267880,1125,223945,57508,21.467821412572796,Suburban
"Stone County, Missouri",267830,29209,31018,54320,20.281521860881902,Rural
"Southeast Fairbanks Census Area, Alaska",267550,2240,6849,68634,25.65277518220893,Rural
"Bayfield County, Wisconsin",267470,55007,16031,62859,23.50132725165439,Rural
"Macon County, North Carolina",267390,37113,36532,48169,18.01451064,Rural
"Northampton County, Virginia",267380,51131,12226,50347,18.829755404293515,Rural
"Cannon County, Tennessee",267160,47015,14309,54223,20.29607725707441,Urban
"Butler County, Kansas",267080,20015,67404,71651,26.82754231,Suburban
"Pope County, Minnesota",267020,27121,11216,67040,25.106733578009138,Rural
"Oneida County, Wisconsin",266890,55085,37468,62660,23.477837311251825,Rural
"Aitkin County, Minnesota",266750,27001,15747,50900,19.08153701968135,Rural
"Wood County, Ohio",266750,39173,131930,66337,24.86860356138707,Suburban
"Jasper County, South Carolina",266100,45053,28363,47811,17.96730552423901,Suburban
"Millard County, Utah",265910,49027,12860,66304,24.93475235982099,Rural
"Randall County, Texas",265760,48381,139176,70544,26.544250451535216,Suburban
"Lee County, Texas",265650,48287,17393,60750,22.86843591191417,Rural
"Goshen County, Wyoming",265460,56015,12642,58318,21.96865817825661,Rural
"Rutland County, Vermont",265420,50021,60662,59751,22.511867982819684,Rural
"Sullivan County, New Hampshire",265290,33019,43105,64587,24.345810245391835,Rural
"Clearwater County, Idaho",265250,16035,8719,50787,19.14684260131951,Rural
"Morgan County, Indiana",265140,18109,71394,71882,27.11096024741646,Urban
"Codington County, South Dakota",264950,46029,28289,61496,23.210417059822607,Rural
"Uinta County, Wyoming",264900,56041,20514,75106,28.352585881464705,Rural
"Yancey County, North Carolina",264820,37199,18357,45324,17.115021524054075,Rural
"Elmore County, Idaho",264650,16039,28396,48475,18.316644624976384,Rural
"St. Louis County, Minnesota",264650,27137,200311,61213,23.12979407,Suburban
"Cleveland County, Oklahoma",264650,40027,292110,67068,25.34215000944644,Urban
"Doña Ana County, New Mexico",264640,35013,218157,47151,17.81703446191052,Suburban
"Green County, Wisconsin",264460,55045,37098,70267,26.56999168116161,Suburban
"Marquette County, Michigan",264080,26103,66380,57981,21.95584671311724,Rural
"Meagher County, Montana",263860,30059,1932,51709,19.59713484423558,Rural
"Carlton County, Minnesota",263670,27017,36145,68579,26.00940569651458,Suburban
"Caledonia County, Vermont",263630,50005,30402,55159,20.922884345484203,Rural
"Sawyer County, Wisconsin",263180,55113,17813,53011,20.14248803,Rural
"Buffalo County, Nebraska",263160,31019,49840,65810,25.007599939200485,Rural
"Jefferson County, Tennessee",262920,47089,54358,54371,20.679674425680812,Suburban
"St. Clair County, Alabama",262880,1115,90412,65070,24.75273889227024,Urban
"Saline County, Arkansas",262770,5125,122308,68605,26.10838375765879,Suburban
"Hemphill County, Texas",262560,48211,3450,54867,20.896937842778797,Rural
"Waynesboro city, Virginia",262500,51820,22149,47238,17.99542857142857,Suburban
"Bullitt County, Kentucky",262130,21029,81729,67892,25.90012589173311,Urban
"Lake County, Indiana",261950,18089,495925,62052,23.688490169879746,Urban
"Coffee County, Tennessee",261900,47031,57227,52626,20.09392898052692,Rural
"Benton County, Minnesota",261860,27009,41087,65529,25.02444054074696,Suburban
"Dubuque County, Iowa",261740,19061,98687,68198,26.055627722167035,Suburban
"Banks County, Georgia",261530,13011,18061,57893,22.13627499713226,Rural
"Lapeer County, Michigan",261400,26087,88644,69194,26.47054322876817,Urban
"Livingston Parish, Louisiana",261310,22063,141057,71547,27.38012322528797,Suburban
"Billings County, North Dakota",261250,38007,839,71375,27.320574162679428,Rural
"Carbon County, Wyoming",261020,56007,14714,62654,24.00352463412765,Rural
"Morrison County, Minnesota",260890,27097,33876,61873,23.71612557016367,Rural
"Clay County, South Dakota",260720,46027,14816,56077,21.508514881865604,Rural
"Washington County, Pennsylvania",260420,42125,209090,68787,26.413869902465247,Urban
"McClain County, Oklahoma",260160,40087,41258,73914,28.41097786,Urban
"Yuma County, Colorado",259920,8125,9944,56327,21.67089873807325,Rural
"Montour County, Pennsylvania",259800,42093,18198,64858,24.96458814472671,Suburban
"Orleans County, Vermont",259740,50019,27317,58037,22.344267344267344,Rural
"Winneshiek County, Iowa",259690,19191,20100,65330,25.15691786360661,Rural
"Greene County, Tennessee",259450,47059,69926,47361,18.25438427442667,Rural
"Baker County, Oregon",259440,41001,16539,46922,18.08587727412889,Rural
"Jefferson County, Alabama",259350,1073,672550,58330,22.490842490842493,Urban
"Franklin County, Virginia",259270,51067,54829,59667,23.013460870906776,Suburban
"Mills County, Iowa",259130,19129,14658,77926,30.072164550611664,Suburban
"Greene County, New York",259120,36039,48026,62810,24.239734485952454,Rural
"Wakulla County, Florida",259040,12129,33144,72941,28.15819950586782,Suburban
"West Feliciana Parish, Louisiana",259020,22125,15334,63450,24.49617790132036,Suburban
"Garrett County, Maryland",258930,24023,28955,58011,22.40412466689839,Rural
"Cumberland County, Tennessee",258840,47035,60568,52630,20.33302426209241,Rural
"Bartholomew County, Indiana",258790,18005,81759,71183,27.50608602,Suburban
"Avery County, North Carolina",258770,37011,17747,46383,17.924411639680024,Rural
"Davidson County, North Carolina",258620,37057,168002,53083,20.525481401283734,Suburban
"Marathon County, Wisconsin",258610,55073,137597,67940,26.27121921039403,Suburban
"Trousdale County, Tennessee",258600,47169,11463,58274,22.53441608662026,Urban
"Camas County, Idaho",258530,16025,1044,37367,14.453641743704791,Rural
"McLennan County, Texas",258510,48309,258031,53723,20.781787938571043,Suburban
"Houston County, Minnesota",258500,27055,18806,62397,24.138104448742748,Suburban
"Lauderdale County, Alabama",258470,1077,93342,50000,19.344604789724144,Suburban
"Bossier Parish, Louisiana",258330,22015,128508,58289,22.563775016451824,Suburban
"Dunn County, Wisconsin",258310,55033,45254,64420,24.939026750803297,Rural
"Ashe County, North Carolina",258020,37009,26598,43938,17.028912487404078,Rural
"Sioux County, Iowa",257830,19167,35647,78179,30.321917542566805,Rural
"Putnam County, Georgia",257670,13237,21870,55757,21.63891799588621,Rural
"Allen County, Indiana",257610,18003,381839,61456,23.85621676177167,Suburban
"Wheeler County, Oregon",257400,41069,1477,46648,18.122766122766123,Rural
"Owyhee County, Idaho",257380,16073,11815,54669,21.240578133499103,Suburban
"Allegheny County, Pennsylvania",257340,42003,1246116,66659,25.903085412295017,Urban
"Mitchell County, North Carolina",257260,37121,14951,48320,18.78255461400917,Rural
"Cochise County, Arizona",257230,4003,125092,55077,21.411577187730824,Suburban
"Pickaway County, Ohio",257140,39129,58458,63629,24.74488605428949,Urban
"Kandiyohi County, Minnesota",257070,27067,43504,67798,26.373361341268915,Rural
"McLean County, Illinois",256860,17113,171455,70339,27.38417815152223,Suburban
"Schenectady County, New York",256820,36093,157515,69891,27.214002024764422,Suburban
"Baker County, Florida",256490,12003,28003,63860,24.897656828726262,Urban
"Wabasha County, Minnesota",256420,27157,21425,70603,27.534123703299272,Suburban
"Rankin County, Mississippi",256170,28121,156052,72326,28.233594878401064,Suburban
"Franklin County, Missouri",256140,29071,104331,65263,25.47942531428125,Urban
"Columbia County, Florida",256130,12023,69265,47750,18.642876664193963,Rural
"Grimes County, Texas",255970,48185,28878,59086,23.083173809430797,Rural
"Spalding County, Georgia",255910,13255,66722,51972,20.30870227814466,Urban
"Marion County, Indiana",255810,18097,969542,54601,21.344357140064893,Urban
"Dolores County, Colorado",255690,8033,2288,62500,24.443662247252533,Rural
"Washington County, Idaho",255690,16087,10425,45065,17.624858226758967,Rural
"Jefferson Parish, Louisiana",255600,22051,439402,58638,22.94131455399061,Urban
"Swain County, North Carolina",255450,37173,14166,48608,19.028381287923278,Rural
"Hardin County, Kentucky",255360,21093,110134,59863,23.442590852130326,Suburban
"Madison County, Iowa",255340,19121,16414,79306,31.058980183285037,Suburban
"Southampton County, Virginia",255120,51175,18028,65079,25.50917215428034,Rural
"Oliver County, North Dakota",254990,38065,1850,64148,25.157064982940508,Suburban
"Clayton County, Georgia",254880,13063,294335,51945,20.38017890772128,Urban
"Brewster County, Texas",254850,48043,9501,48679,19.10103982734942,Rural
"Logan County, Oklahoma",254720,40083,49005,74744,29.34359296482412,Urban
"Hartley County, Texas",254710,48205,5465,61196,24.02575477994582,Rural
"Rio Grande County, Colorado",254560,8105,11476,50287,19.754478315524825,Rural
"Minidoka County, Idaho",254500,16067,21393,56140,22.058939096267192,Rural
"Meeker County, Minnesota",254070,27093,23268,67099,26.40965088361475,Rural
"Bulloch County, Georgia",253810,13031,79635,50583,19.929474803987237,Rural
"Niobrara County, Wyoming",253800,56027,2486,48688,19.18360914105595,Rural
"Perry County, Pennsylvania",253620,42099,45879,72922,28.752464316694265,Suburban
"Lincoln County, Washington",253330,53043,10798,62810,24.793747286148506,Rural
"Mille Lacs County, Minnesota",253260,27095,26397,61995,24.478796493721863,Urban
"Sullivan County, Tennessee",253240,47163,157843,49661,19.610251145158745,Suburban
"Oconto County, Wisconsin",253200,55083,38691,68426,27.024486571879937,Suburban
"Oklahoma County, Oklahoma",253080,40109,790938,58239,23.01209103840683,Urban
"Nye County, Nevada",253010,32023,50096,52570,20.77783486818703,Rural
"Eaton County, Michigan",252710,26045,108972,72173,28.559613786553754,Suburban
"St. Charles Parish, Louisiana",252700,22089,52411,72088,28.52710724178868,Urban
"Kewaunee County, Wisconsin",252470,55061,20535,72328,28.64815621658019,Suburban
"Steele County, Minnesota",252440,27147,37363,73468,29.10315322,Rural
"Whitfield County, Georgia",252430,13313,103076,52439,20.77367983203264,Suburban
"Monroe County, New York",252350,36055,757332,66317,26.279770160491385,Urban
"Craig County, Virginia",252270,51045,4914,60283,23.89622230150236,Suburban
"St. Clair County, Michigan",252100,26147,160067,62847,24.92939309797699,Urban
"Lassen County, California",251800,6035,32949,59292,23.54725973,Rural
"Pamlico County, North Carolina",251670,37137,12293,52124,20.711248857631027,Suburban
"Lake County, South Dakota",251550,46079,11358,67297,26.752931822699267,Rural
"Lampasas County, Texas",251530,48281,21443,66506,26.440583628195448,Suburban
"McLeod County, Minnesota",251480,27085,36662,67067,26.66891999363766,Rural
"Morgan County, Alabama",251300,1103,122608,56128,22.33505769996021,Suburban
"McLean County, North Dakota",251230,38055,9788,72324,28.78796322095291,Rural
"Madison County, New York",251200,36053,68466,63312,25.203821656050955,Suburban
"Carbon County, Pennsylvania",251120,42025,64792,59289,23.609827970691303,Suburban
"Ste. Genevieve County, Missouri",250970,29186,18406,62607,24.946009483205163,Rural
"Treasure County, Montana",250950,30103,693,55313,22.041442518429967,Rural
"Smith County, Tennessee",250910,47159,19820,52018,20.73173647921565,Urban
"Union County, Pennsylvania",250900,42119,43094,61807,24.63411717815863,Rural
"Staunton city, Virginia",250660,51790,25358,53041,21.160536184472992,Suburban
"Wayne County, Ohio",250630,39169,116858,64594,25.77265291465507,Rural
"Pike County, Pennsylvania",250620,42103,58345,71360,28.47338600271327,Urban
"Dearborn County, Indiana",250390,18029,50494,72674,29.02432205759016,Urban
"Saunders County, Nebraska",250280,31155,22008,76485,30.55977305417932,Suburban
"Alleghany County, North Carolina",250160,37005,10910,38930,15.562040294211704,Rural
"Warren County, Missouri",250110,29219,35033,68350,27.327975690696093,Urban
"Roane County, Tennessee",249790,47145,53313,60044,24.037791745065856,Suburban
"Lake County, Minnesota",249710,27075,10835,66828,26.7622442,Rural
"Logan County, Colorado",249630,8075,21765,50998,20.42943556463566,Rural
"Pottawattamie County, Iowa",249600,19155,93571,63840,25.576923076923077,Suburban
"Dorchester County, Maryland",249230,24019,32486,55652,22.329575091281143,Rural
"Franklin city, Virginia",249130,51620,8249,49424,19.83863846184723,Rural
"Kosciusko County, Indiana",249110,18085,80151,66764,26.80101160130063,Rural
"Monroe County, Michigan",249110,26115,154068,68006,27.29958652803982,Suburban
"Muskegon County, Michigan",249110,26121,175633,57047,22.90032515756092,Suburban
"Victoria County, Texas",248960,48469,91280,60598,24.340456298200515,Suburban
"Brown County, South Dakota",248920,46013,38471,63805,25.63273340832396,Rural
"Wayne County, Pennsylvania",248810,42127,51244,56744,22.80615730878984,Rural
"Champaign County, Illinois",248720,17019,206583,56939,22.892811193309743,Suburban
"Burnett County, Wisconsin",248590,55013,16356,55890,22.482803008970595,Rural
"Cherokee County, North Carolina",248490,37039,28515,43319,17.43289468,Rural
"Clark County, Indiana",248410,18019,120185,62296,25.077895414838373,Urban
"Kearney County, Nebraska",248160,31099,6639,68606,27.645873629916185,Rural
"Lavaca County, Texas",248120,48285,20287,57602,23.21537965500564,Rural
"Butts County, Georgia",248110,13035,24950,53613,21.60856071903591,Urban
"Hot Springs County, Wyoming",248110,56017,4673,60805,24.507274998992383,Rural
"Liberty County, Georgia",248100,13179,64334,50617,20.40185409,Suburban
"Elmore County, Alabama",248090,1051,87146,67597,27.24696682655488,Suburban
"McCracken County, Kentucky",248020,21145,67394,53366,21.516813160229013,Rural
"Washakie County, Wyoming",247970,56043,7768,62271,25.112311973222567,Rural
"Midland County, Michigan",247720,26111,83467,67642,27.30582916195705,Suburban
"Erath County, Texas",247700,48143,42288,56691,22.88696003229713,Rural
"Wyoming County, Pennsylvania",247300,42131,26389,62795,25.392236150424587,Suburban
"Lynchburg city, Virginia",247160,51680,78973,54015,21.854264444084805,Suburban
"Baltimore city, Maryland",247010,24510,592211,54124,21.911663495405044,Urban
"Franklin County, Tennessee",246880,47051,42528,52189,21.13941996111471,Rural
"Lenawee County, Michigan",246860,26091,99346,60656,24.57101190958438,Rural
"Pottawatomie County, Kansas",246620,20149,25082,76089,30.852728894655744,Suburban
"Hill County, Montana",246550,30041,16297,56840,23.054147231798822,Rural
"Lafayette Parish, Louisiana",246450,22055,241173,63311,25.689186447555283,Suburban
"Lake of the Woods County, Minnesota",246440,27077,3757,55913,22.688281123194287,Rural
"Washington County, Virginia",246440,51191,53997,54737,22.21108586268463,Suburban
"Charles City County, Virginia",246340,51036,6817,59543,24.17106438256069,Urban
"Lorain County, Ohio",246270,39093,311737,62390,25.33398302675925,Urban
"Plaquemines Parish, Louisiana",246200,22075,23536,69970,28.419983753046303,Urban
"Whitley County, Indiana",246040,18183,34048,67716,27.52235408876605,Suburban
"Lackawanna County, Pennsylvania",246010,42069,215529,58366,23.725051827161497,Suburban
"Osage County, Missouri",245860,29151,13372,67088,27.28707394452127,Suburban
"Nash County, North Carolina",245830,37127,94628,52837,21.493308383842493,Suburban
"Houston County, Georgia",245640,13153,161177,70313,28.62440970525973,Suburban
"Winona County, Minnesota",245620,27169,49889,61753,25.141682273430504,Rural
"Banner County, Nebraska",245550,31007,605,57917,23.58664223,Rural
"Salem County, New Jersey",245530,34033,64752,67898,27.65364721,Urban
"Hamilton County, Nebraska",245130,31081,9376,71211,29.050299840900745,Suburban
"Yuma County, Arizona",245050,4027,202944,52563,21.449908182003675,Suburban
"Lamar County, Mississippi",244880,28073,63610,63925,26.104622672329302,Suburban
"Stanly County, North Carolina",244710,37167,62148,56462,23.073025213518044,Rural
"Scott County, Iowa",244610,19163,174170,67675,27.66648951392012,Suburban
"Floyd County, Virginia",244530,51063,15536,51612,21.10661268556005,Suburban
"Lee County, Georgia",244040,13177,32547,74935,30.70603179806589,Suburban
"Washburn County, Wisconsin",244010,55129,16561,54550,22.35564116224745,Rural
"Pitt County, North Carolina",243980,37147,170600,50422,20.66644806951389,Suburban
"Hamlin County, South Dakota",243970,46057,6127,71923,29.48026396688117,Rural
"Aransas County, Texas",243930,48007,24149,51509,21.11630385766409,Suburban
"Gooding County, Idaho",243900,16047,15422,56734,23.26117261172612,Rural
"Washington County, Colorado",243850,8121,4834,54141,22.202583555464425,Rural
"Page County, Virginia",243830,51139,23734,53168,21.805356190788665,Rural
"Santa Cruz County, Arizona",243260,4023,47463,45089,18.535312011839185,Rural
"DeKalb County, Tennessee",243040,47041,19875,45728,18.81500987491771,Rural
"Troup County, Georgia",242840,13285,69483,49042,20.19519024872344,Rural
"Yankton County, South Dakota",242810,46135,23213,67052,27.615007619126064,Rural
"Elkhart County, Indiana",242720,18039,206314,61182,25.206822676334877,Suburban
"Bath County, Virginia",242580,51017,4243,55807,23.005606397889355,Rural
"Highlands County, Florida",242430,12055,101174,46895,19.343728086457944,Suburban
"Butte County, Idaho",242260,16023,2573,41552,17.151820358292742,Suburban
"Weston County, Wyoming",242140,56045,6891,65566,27.07772363095729,Rural
"Monroe County, Georgia",242070,13207,27825,67154,27.74156235799562,Suburban
"Antrim County, Michigan",241980,26009,23427,60378,24.951648896603025,Rural
"Cooke County, Texas",241950,48097,41215,63338,26.178135978507957,Rural
"Lake County, Ohio",241690,39085,232202,70168,29.03223137,Urban
"Pine County, Minnesota",241670,27115,28997,59840,24.76103777878926,Rural
"Jefferson County, New York",241670,36045,117634,58271,24.111805354408904,Suburban
"Cumberland County, Virginia",241510,51049,9669,57568,23.836694132748125,Rural
"Silver Bow County, Montana",241420,30093,35017,50331,20.84789992544114,Rural
"North Slope Borough, Alaska",241390,2185,10865,83992,34.79514478644517,Rural
"Van Buren County, Michigan",241190,26159,75550,61549,25.51888552593391,Suburban
"Judith Basin County, Montana",241120,30045,2004,51691,21.43787325812873,Rural
"Vernon County, Wisconsin",241010,55123,30719,57933,24.037591801170077,Rural
"Lincoln County, Tennessee",240900,47103,35042,57455,23.85014528850145,Rural
"Franklin County, Indiana",240740,18047,22769,69440,28.84439644429675,Rural
"Trempealeau County, Wisconsin",240720,55121,30504,64336,26.726487205051512,Rural
"Beltrami County, Minnesota",240580,27007,46033,55910,23.239670795577357,Rural
"Madison County, Ohio",240500,39097,43947,72811,30.27484407484408,Urban
"Seward County, Nebraska",240450,31159,17605,73892,30.730713245997087,Suburban
"Cumberland County, North Carolina",240320,37051,333582,50746,21.116011984021306,Suburban
"Callaway County, Missouri",240240,29027,44449,63791,26.5530303,Suburban
"Caribou County, Idaho",240020,16029,7003,65528,27.30105824514624,Rural
"Johnson County, Missouri",239630,29101,53889,59952,25.01857029587281,Rural
"Adams County, Washington",239530,53001,20353,54573,22.78336743,Rural
"Linn County, Iowa",239470,19113,228567,70360,29.38155092495929,Suburban
"Gregg County, Texas",239450,48183,123744,56566,23.62330340363333,Suburban
"Bear Lake County, Idaho",239130,16007,6327,60337,25.23188223978589,Rural
"Valencia County, New Mexico",238830,35061,75992,53752,22.50638529497969,Suburban
"Accomack County, Virginia",238810,51001,33388,50601,21.188811188811187,Rural
"Kanabec County, Minnesota",238670,27065,16004,60982,25.550760464239325,Rural
"Gosper County, Nebraska",238660,31073,1811,69886,29.28266152685829,Rural
"Anderson County, Kentucky",238580,21005,23646,59887,25.101433481431805,Rural
"Caldwell County, North Carolina",238070,37027,80705,48549,20.392741630612846,Suburban
"Lowndes County, Georgia",238020,13185,117437,48703,20.461725905386103,Suburban
"Oxford County, Maine",237990,23017,57807,51384,21.59082314382957,Rural
"Warrick County, Indiana",237940,18173,63575,85613,35.980919559552824,Suburban
"Habersham County, Georgia",237790,13137,45767,56680,23.836157954497665,Rural
"Muscogee County, Georgia",237520,13215,204366,50542,21.27905018524756,Suburban
"Onondaga County, New York",237490,36067,474621,66012,27.79569666091204,Suburban
"Moody County, South Dakota",237420,46101,6335,66000,27.79883750315896,Rural
"Aiken County, South Carolina",237150,45003,168045,57572,24.27661817415138,Suburban
"Summit County, Ohio",236980,39153,540567,63111,26.631361296311923,Suburban
"Las Animas County, Colorado",236950,8071,14531,45118,19.04114792150243,Rural
"Navajo County, Arizona",236800,4017,106609,46126,19.478885135135133,Rural
"Burke County, North Carolina",236760,37023,87829,48142,20.33367122824801,Suburban
"Pulaski County, Arkansas",236600,5119,397931,55235,23.34530853761623,Suburban
"Calcasieu Parish, Louisiana",236400,22019,212646,59470,25.156514382402705,Suburban
"Brule County, South Dakota",236400,46015,5247,60857,25.74323181049069,Rural
"Webster County, Missouri",236270,29225,38978,59325,25.108985482710462,Suburban
