County Name,Median Home Price,FIPS,Population,Median Income,Housing Affordability Index,Classification
"Montgomery County, Texas",393700,48339,607999,88597,22.50368300736601,Urban
"Oakland County, Michigan",392820,26125,1271983,86275,21.962985591365005,Urban
"New Haven County, Connecticut",392780,9009,864751,75043,19.10560619176129,Suburban
"Lincoln County, Oregon",391960,41041,49866,54961,14.02209409,Rural
"Boundary County, Idaho",391530,16021,11966,51261,13.092483334610376,Rural
"Dawson County, Georgia",391450,13085,26202,77630,19.83139609145485,Urban
"Hamilton County, Tennessee",390540,47065,363790,61050,15.632201567060994,Suburban
"Latah County, Idaho",390330,16057,39464,56673,14.519252939820152,Rural
"Lincoln County, South Dakota",389960,46083,63233,87560,22.453584983075185,Suburban
"Broadwater County, Montana",389700,30007,6641,60244,15.459071080318193,Rural
"Tolland County, Connecticut",389000,9013,150120,88525,22.75706940874036,Urban
"Madison County, Idaho",388990,16065,50979,53498,13.753052777706367,Rural
"Wallowa County, Oregon",388960,41063,7330,57891,14.883535582064994,Rural
"Bedford County, Virginia",388610,51019,79183,70870,18.236792671315715,Suburban
"Lake County, Illinois",388560,17097,714484,97127,24.99665431336216,Urban
"Madison County, Virginia",388320,51113,13731,72349,18.631283477544294,Rural
"Grafton County, New Hampshire",387810,33009,91025,73755,19.01833372012068,Rural
"Bryan County, Georgia",387500,13029,43278,81032,20.911483870967743,Suburban
"McKenzie County, North Dakota",387490,38053,13762,78442,20.243619190172648,Rural
"Saratoga County, New York",387150,36091,235010,90800,23.45344181841664,Suburban
"Sanders County, Montana",386470,30089,12298,46848,12.122027582994798,Rural
"Columbia County, Oregon",385880,41009,52381,73909,19.153363740022805,Urban
"Douglas County, Washington",385450,53017,42622,68979,17.895706317291477,Suburban
"Kings County, California",384330,6031,151887,63267,16.461634532823354,Suburban
"Juab County, Utah",384180,49023,11648,74741,19.45468270081733,Suburban
"Blount County, Tennessee",384130,47009,134042,64593,16.81540103610757,Suburban
"Kent County, Delaware",383560,10001,180078,63715,16.611481906351028,Suburban
"Kern County, California",383180,6029,905644,58824,15.351531917114672,Suburban
"Benton County, Arkansas",382170,5007,278774,76887,20.118533636863177,Suburban
"Iredell County, North Carolina",381990,37097,183965,66824,17.493651666273983,Urban
"St. Croix County, Wisconsin",381960,55109,92495,91320,23.90826264530317,Urban
"Paulding County, Georgia",381590,13223,165688,80234,21.026232343614875,Urban
"Mathews County, Virginia",381400,51115,8548,73229,19.200052438384898,Urban
"Lake County, Florida",381160,12069,375059,60013,15.744831566796098,Urban
"Loudon County, Tennessee",380610,47105,54349,66151,17.380258006883686,Suburban
"Lincoln County, North Carolina",380340,37109,85670,65399,17.194878266813905,Urban
"Tarrant County, Texas",380220,48439,2091953,73545,19.34274893482721,Urban
"Shelby County, Alabama",379720,1117,220780,82592,21.750763720636257,Urban
"Wright County, Minnesota",379360,27171,139890,94276,24.851328553353017,Urban
"Orange County, Virginia",379260,51137,36001,79211,20.885672098296684,Rural
"Walla Walla County, Washington",379110,53071,62168,63686,16.798818284930494,Suburban
"Delta County, Colorado",378320,8029,31133,51803,13.69290548,Rural
"Transylvania County, North Carolina",378180,37175,32979,57830,15.291660056057962,Rural
"Greenville County, South Carolina",377180,45045,519178,65513,17.369160612969935,Suburban
"Watauga County, North Carolina",377120,37189,54077,48786,12.936465846414936,Rural
"Kaufman County, Texas",376540,48257,140145,75187,19.967865299835346,Urban
"Chatham County, Georgia",376050,13051,294815,61064,16.238266188006914,Suburban
"Grant County, Washington",375560,53025,97874,63566,16.92565768452444,Rural
"Cecil County, Maryland",375240,24015,103370,81817,21.803912162882423,Urban
"Pima County, Arizona",374640,4019,1035063,59215,15.805840273329064,Suburban
"Pennington County, South Dakota",374370,46103,108707,62546,16.707001095173226,Suburban
"Tulare County, California",374100,6107,470999,57394,15.341887195936916,Suburban
"Cook County, Illinois",373580,17031,5265398,72121,19.30536966647037,Urban
"Montrose County, Colorado",373390,8085,42328,57225,15.325798762687809,Rural
"Dallas County, Iowa",373190,19049,96604,93492,25.052118223960985,Suburban
"New Castle County, Delaware",373150,10003,567769,78428,21.01782125150744,Urban
"Augusta County, Virginia",372570,51015,76948,69082,18.542018949459163,Suburban
"Alachua County, Florida",372180,12001,276171,53314,14.324789080552424,Suburban
"Custer County, South Dakota",372150,46033,8360,68736,18.469971785570337,Suburban
"Belknap County, New Hampshire",372110,33001,63395,75035,20.164736233909327,Rural
"Currituck County, North Carolina",372110,37053,27575,79416,21.34207626777028,Urban
"Greene County, Georgia",371890,13133,18461,65759,17.68237919814999,Rural
"Rockingham County, Virginia",371830,51165,83090,67484,18.149154183363365,Suburban
"Hartford County, Connecticut",370980,9003,898636,80320,21.650762844358187,Urban
"Grays Harbor County, Washington",370640,53027,74737,53615,14.465519102093676,Rural
"Lake County, Colorado",370430,8065,7417,73099,19.733552897983422,Rural
"Custer County, Colorado",370290,8027,4720,59877,16.170298954873207,Rural
"Northampton County, Pennsylvania",370210,42095,311359,77103,20.82682801653116,Suburban
"Wayne County, Utah",369870,49055,2500,55605,15.033660475302131,Rural
"Middlesex County, Virginia",369510,51119,10686,63782,17.26123785553842,Rural
"Bannock County, Idaho",369240,16005,86362,56472,15.294117647058824,Suburban
"Rice County, Minnesota",368980,27131,66795,71384,19.34630603284731,Rural
"Geauga County, Ohio",368930,39055,95408,90285,24.472122082779933,Urban
"Washington County, Arkansas",368730,5143,242793,56610,15.352697095435683,Suburban
"Lancaster County, Pennsylvania",368430,42071,550480,73688,20.000542843959504,Suburban
"Glynn County, Georgia",368200,13127,84373,60775,16.505975013579576,Suburban
"Brazos County, Texas",367980,48041,231095,52658,14.31001684874178,Suburban
"Henry County, Georgia",367750,13151,236615,73491,19.98395649218219,Urban
"Duval County, Florida",367550,12031,983153,59541,16.19942864916338,Urban
"Johnston County, North Carolina",367400,37101,211320,66026,17.971148611867175,Urban
"Johnson County, Iowa",367380,19103,151833,67414,18.349937394523383,Suburban
"Taos County, New Mexico",367160,35055,34322,49481,13.47668591,Rural
"Anoka County, Minnesota",366360,27003,360773,88680,24.20569931215198,Urban
"Washington County, Vermont",366110,50023,59609,70128,19.15489880090683,Rural
"Worcester County, Maryland",365850,24047,52322,71262,19.47847478474785,Suburban
"Box Elder County, Utah",365790,49003,56891,67486,18.449383526066867,Suburban
"Volusia County, Florida",365730,12127,548783,56786,15.526754709758563,Suburban
"Adams County, Idaho",365400,16003,4321,52746,14.435139573070607,Rural
"Madison County, Alabama",365380,1089,382149,71153,19.473698615140403,Suburban
"Beaverhead County, Montana",365200,30001,9391,51048,13.978094194961663,Rural
"St. Charles County, Missouri",365000,29183,402377,91792,25.14849315068493,Urban
"Jefferson County, Oregon",364810,41031,24232,59748,16.377840519722593,Rural
"Lamoille County, Vermont",364770,50015,25920,66016,18.09797954875675,Rural
"Winchester city, Virginia",364690,51840,28194,61321,16.814554827387646,Suburban
"Kane County, Illinois",364460,17089,518648,88935,24.40185479888053,Urban
"Granite County, Montana",364030,30039,3333,49077,13.481581188363595,Rural
"Lehigh County, Pennsylvania",364030,42077,372492,69440,19.075350932615443,Suburban
"Pasco County, Florida",363680,12101,551598,58084,15.971183457985042,Urban
"Olmsted County, Minnesota",363680,27109,160928,84656,23.277606687197537,Suburban
"Hendricks County, Indiana",363490,18063,172100,87961,24.199015103579192,Urban
"Galveston County, Texas",362490,48167,347084,79328,21.884189908687134,Urban
"Iron County, Utah",362280,49021,55839,56308,15.542674174671523,Rural
"Laramie County, Wyoming",361740,56021,99905,71550,19.779399568751035,Suburban
"Horry County, South Carolina",361410,45051,344865,54688,15.131844719293875,Suburban
"Ramsey County, Minnesota",361040,27123,549377,71494,19.802237979171284,Urban
"Mariposa County, California",360600,6043,17225,53304,14.782029950083194,Rural
"Towns County, Georgia",360470,13281,12300,53084,14.72632951424529,Rural
"Matanuska-Susitna Borough, Alaska",360380,2170,106807,79300,22.004550751984016,Suburban
"Roanoke County, Virginia",360040,51161,96303,74622,20.726030441062104,Suburban
"Effingham County, Georgia",360000,13103,63448,72279,20.0775,Suburban
"Boise County, Idaho",359940,16015,7549,64125,17.815469244874148,Suburban
"Sevier County, Tennessee",359740,47155,98088,54363,15.111747373102796,Rural
"Cheshire County, New Hampshire",359490,33005,76473,69360,19.293999833096887,Rural
"Burlington County, New Jersey",358520,34005,460102,95935,26.758618766038158,Urban
"Trinity County, California",358460,6105,15818,42206,11.774256541873571,Rural
"Columbia County, Georgia",358430,13073,154274,85928,23.97343972323745,Suburban
"Kendall County, Illinois",358210,17093,130757,101816,28.42355043131124,Urban
"Clarke County, Georgia",358160,13059,128195,44070,12.304556622738442,Suburban
"Colusa County, California",358100,6011,21780,61861,17.274783580005586,Rural
"Pend Oreille County, Washington",358060,53051,13302,59134,16.51510919957549,Suburban
"Douglas County, Georgia",357450,13097,143520,67731,18.94838438942509,Urban
"Sweet Grass County, Montana",357140,30097,3690,59238,16.586772694181555,Rural
"Bernalillo County, New Mexico",356710,35001,674919,56920,15.956939811050994,Suburban
"Haines Borough, Alaska",356590,2100,2098,63355,17.766903166101127,Rural
"Cook County, Minnesota",356570,27031,5574,65045,18.24185994334913,Rural
"Morgan County, Georgia",356470,13211,19694,71000,19.917524616377253,Urban
"Kent County, Michigan",355760,26081,654958,69786,19.616033280863505,Urban
"Crook County, Wyoming",355240,56011,7185,67835,19.09554104267537,Rural
"Will County, Illinois",354690,17197,696403,95751,26.99568637401675,Urban
"Johnson County, Wyoming",354540,56019,8457,58020,16.364867151802333,Rural
"Dallas County, Texas",354010,48113,2604722,65011,18.36417050365809,Urban
"Leon County, Florida",353760,12073,290965,57359,16.214099954771598,Suburban
"Fairfield County, Ohio",352560,39045,157622,77241,21.90861130020422,Urban
"Lincoln County, Maine",352300,23015,35065,62121,17.63298325290945,Rural
"Sandoval County, New Mexico",352240,35043,147327,68947,19.57387008857597,Suburban
"Kane County, Utah",351910,49025,7635,56395,16.02540422267057,Rural
"Walworth County, Wisconsin",351280,55127,105945,69382,19.75119562741972,Rural
"Delaware County, Pennsylvania",350770,42045,573883,80398,22.920432192034667,Urban
"Lexington city, Virginia",350420,51678,7287,66114,18.867073797157698,Rural
"Sarpy County, Nebraska",350090,31153,188464,88408,25.252934959581825,Suburban
"Lake County, California",349880,6033,67749,53399,15.26208985938036,Rural
"Kent County, Maryland",349730,24029,19335,64451,18.428787922111344,Rural
"Baldwin County, Alabama",349670,1003,227131,64346,18.401921811994164,Suburban
"Wise County, Texas",348760,48497,67877,75482,21.642963642619566,Urban
"Hampden County, Massachusetts",347930,25013,466265,61310,17.62136061851522,Suburban
"Inyo County, California",347250,6027,18804,60925,17.544996400287978,Rural
"Richland County, Montana",347160,30083,11375,62530,18.01186772669662,Rural
"Washington County, Maryland",347140,24043,153956,67349,19.401106181943884,Suburban
"Botetourt County, Virginia",346750,51023,33542,72941,21.035616438356165,Suburban
"Kenai Peninsula Borough, Alaska",346580,2122,58711,70609,20.373074037740206,Rural
"Door County, Wisconsin",346280,55029,29713,63856,18.44056833,Rural
"Wasco County, Oregon",346240,41065,26603,57853,16.70893022181146,Rural
"Sagadahoc County, Maine",346200,23023,36530,73343,21.185153090699018,Suburban
"Llano County, Texas",345880,48299,21246,62839,18.16786168613392,Rural
"Lawrence County, South Dakota",345490,46081,25687,56166,16.256910474977566,Rural
"Brown County, Wisconsin",345450,55009,267364,68799,19.91576204950065,Suburban
"Hancock County, Maine",345350,23009,55417,60354,17.47618358187346,Rural
"Jefferson County, Wisconsin",345270,55055,84808,71735,20.77649375850784,Rural
"Douglas County, Oregon",344740,41019,110680,52479,15.222776585252651,Rural
"Catoosa County, Georgia",344680,13047,67579,62669,18.18179180689335,Suburban
"Polk County, North Carolina",344630,37149,19413,55058,15.975974233235643,Rural
"Madison County, Mississippi",344590,28089,108248,74688,21.67445369859833,Suburban
"Montgomery County, Virginia",343840,51121,99294,60666,17.64367148,Suburban
"Barrow County, Georgia",343620,13013,82138,68365,19.89552412548746,Urban
"Hernando County, Florida",343270,12053,192128,53301,15.527427389518456,Urban
"Montezuma County, Colorado",343220,8083,25916,58335,16.99638715692559,Rural
"Leavenworth County, Kansas",342950,20103,81601,80853,23.57573990377606,Urban
"Crow Wing County, Minnesota",342940,27035,65879,60810,17.731964775179332,Rural
"Albany County, Wyoming",342890,56001,37311,50733,14.795707078071684,Rural
"Brazoria County, Texas",342400,48039,368575,87958,25.688668224299064,Urban
"Imperial County, California",342360,6025,180051,49078,14.335202710597034,Suburban
"Franklin County, Ohio",342300,39049,1313598,65999,19.28104002337131,Urban
"Storey County, Nevada",342210,32029,4047,66713,19.494754682797115,Suburban
"Camden County, North Carolina",342210,37029,10353,68560,20.034481750971626,Rural
"Jefferson County, West Virginia",342110,54037,57542,86711,25.34594136388881,Urban
"Columbia County, New York",341770,36021,61587,73065,21.378412382596483,Rural
"Douglas County, Minnesota",341310,27041,38742,69069,20.236441944273533,Rural
"Greene County, Virginia",339920,51079,20374,73844,21.723935043539655,Suburban
"Louisa County, Virginia",339760,51109,37136,70974,20.88945138,Rural
"Bay County, Florida",339250,12005,181384,60473,17.825497420781137,Suburban
"Rockdale County, Georgia",339200,13247,92983,64230,18.935731132075475,Urban
"Cass County, Missouri",339060,29037,106966,76924,22.687429953400574,Urban
"Yakima County, Washington",338930,53077,255151,58380,17.224795680524004,Suburban
"Knox County, Maine",338860,23013,40519,63399,18.70949654724665,Rural
"Windsor County, Vermont",338580,50027,57593,63787,18.839565243074016,Rural
"Minnehaha County, South Dakota",338550,46099,194884,66502,19.643184167774333,Suburban
"Fayette County, Kentucky",338360,21067,321354,61526,18.18359144106868,Suburban
"Morgan County, Colorado",338010,8087,28868,62914,18.61305878524304,Rural
"Lyon County, Nevada",337990,32019,58029,63952,18.92126986005503,Rural
"Bradley County, Tennessee",337450,47011,107845,55426,16.424951844717736,Suburban
"Washington County, Tennessee",337430,47179,132067,52503,15.559671635598493,Suburban
"Jackson County, Colorado",337020,8057,1375,44667,13.253516111803451,Rural
"Norfolk city, Virginia",336980,51710,238556,56244,16.69060478366669,Urban
"Cascade County, Montana",336720,30013,84178,56377,16.742991209313377,Suburban
